ticket_id,customer_id,created_at,subject,body_text,category
TCKT01427,CUST004536,2025-09-22 19:23:56,General question about your services,Where can I download a statement from last 12 days? Just have a quick question about how transfers are processed.,general_inquiry
TCKT01428,CUST002509,2025-09-22 19:43:51,Asking about interest rates,Can you explain the difference between the Basic and Premium account tiers? What's the current interest rate on savings accounts? How do I update my mailing address on file? Where can I download a statement from last 9 days?,general_inquiry
TCKT01429,CUST000911,2025-09-22 20:48:18,Why was I charged an overdraft fee,I want this fee reversed or a clear explanation of why it was charged. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT01430,CUST001788,2025-09-23 16:02:19,Transaction failed but money was taken,I tried to pay Carson PLC for $135.38 and the transaction was declined. This is the second time a entertainment purchase has failed this month. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT01431,CUST004250,2025-09-23 22:00:23,Two-factor code never arrives,I never receive the verification code by text or email. Can someone manually reset my login so I can access my account? The mobile app crashes every time I try to sign in.,login_issue
TCKT01432,CUST004877,2025-09-24 03:04:44,Request to unlock my account,I rely on this account for daily expenses and need access restored. My account has been frozen and nobody has explained why. Please tell me what documents you still need from me.,account_access
TCKT01433,CUST003110,2025-09-24 03:13:14,App keeps logging me out,The mobile app crashes every time I try to sign in. This has been happening for 8 days now and it's frustrating.,login_issue
TCKT01434,CUST004422,2025-09-24 03:44:50,Account frozen without explanation,This review process is taking way too long for a routine check. I can't withdraw or transfer any funds right now. Please tell me what documents you still need from me. I rely on this account for daily expenses and need access restored.,account_access
TCKT01435,CUST002013,2025-09-24 04:19:11,Dispute a service charge,This overdraft fee seems unfair given my account history. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT01436,CUST000924,2025-09-24 13:44:47,Great experience with your app,"Your support agent resolved my issue in minutes, really appreciated it. Thank you for being transparent about the recent fee changes.",positive_feedback
TCKT01437,CUST002894,2025-09-24 15:49:51,Charge did not go through at Mann PLC,The payment failed but the funds still show as pending on my account. This is the second time a electronics purchase has failed this month.,failed_transaction
TCKT01438,CUST001441,2025-09-24 16:52:30,Really happy with the new features,"Your support agent resolved my issue in minutes, really appreciated it. Switching to this bank was one of the best financial decisions I've made. The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate.",positive_feedback
TCKT01439,CUST004163,2025-09-24 21:12:57,Great experience with your app,The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT01440,CUST002359,2025-09-24 21:21:20,Just wanted to say thanks,"Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate. The new budgeting feature in the app is genuinely useful. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT01441,CUST004055,2025-09-25 00:07:55,Thank you to your support team,Just wanted to recognize your team for great service this week. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT01442,CUST002388,2025-09-25 01:02:35,Unexpected fee on my statement,I was charged a $85.48 fee I don't understand. Your fee schedule isn't clearly disclosed anywhere in the app. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT01443,CUST000474,2025-09-25 01:43:53,Suspicious charges I did not make,I noticed several small unauthorized charges over the past 12 days. I did not authorize this transaction and want it reversed.,fraud_report
TCKT01444,CUST000226,2025-09-25 04:24:48,Need to verify my identity again,Please tell me what documents you still need from me. I can't withdraw or transfer any funds right now. This review process is taking way too long for a routine check.,account_access
TCKT01445,CUST002256,2025-09-25 07:58:19,Request to unlock my account,My account has been frozen and nobody has explained why. I submitted my ID for verification 2 days ago and heard nothing back.,account_access
TCKT01446,CUST001055,2025-09-25 10:00:42,Request to unlock my account,My account has been frozen and nobody has explained why. I rely on this account for daily expenses and need access restored.,account_access
TCKT01447,CUST001527,2025-09-25 14:54:48,Someone used my account without permission,"I noticed several small unauthorized charges over the past 12 days. My card must have been compromised, please freeze my account immediately. I did not authorize this transaction and want it reversed. There's a charge of $213.57 at Carter, Jenkins and Reyes that I never made.",fraud_report
TCKT01448,CUST003591,2025-09-25 20:51:21,Really happy with the new features,The new budgeting feature in the app is genuinely useful. Thank you for being transparent about the recent fee changes. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT01449,CUST000576,2025-09-26 07:09:34,Two-factor code never arrives,I never receive the verification code by text or email. I've reset my password three times and still can't log in.,login_issue
TCKT01450,CUST001721,2025-09-26 08:21:54,Too many hidden fees,Your fee schedule isn't clearly disclosed anywhere in the app. I was charged a $343.63 fee I don't understand.,fee_complaint
TCKT01451,CUST002110,2025-09-26 08:23:04,Following up again on an open case,"Please escalate this, I've already followed up twice. Your chat support disconnected me before resolving my issue.",slow_support
TCKT01452,CUST002314,2025-09-26 13:26:10,Still waiting on a reply from support,This is taking far too long to resolve for a simple issue. I've called twice and been on hold for over 40 minutes each time.,slow_support
TCKT01453,CUST001977,2025-09-26 19:21:33,Asking about interest rates,Do you offer joint accounts for other purposes? What's the current interest rate on savings accounts? How do I update my mailing address on file? Can you explain the difference between the Basic and Premium account tiers?,general_inquiry
